source,signature_id,signature_compound_query,signature_brd_primary,signature_compound_query_norm
L1000,L1000::vismodegib::MDAMB231::::24H::1.11uM::REP.A017::D03::BRD-K44827188,vismodegib,brd-k44827188,vismodegib
L1000,L1000::cilostazol::MDAMB231::::24H::1.11uM::REP.A017::L15::BRD-K67017579,cilostazol,brd-k67017579,cilostazol
L1000,L1000::gabapentin::MDAMB231::::24H::1.11uM::REP.A017::M21::BRD-K62737565,gabapentin,brd-k62737565,gabapentin
L1000,L1000::vorinostat::HUVEC::::24H::3.33uM::LJP008::G08::BRD-K81418486,vorinostat,brd-k81418486,vorinostat
L1000,L1000::dasatinib::HUVEC::::24H::0.12uM::LJP008::G17::BRD-K49328571,dasatinib,brd-k49328571,dasatinib
L1000,L1000::mocetinostat::HUVEC::::24H::0.37uM::LJP008::I10::BRD-K16485616,mocetinostat,brd-k16485616,mocetinostat
L1000,L1000::resveratrol::HUVEC::::24H::10uM::LJP008::M01::BRD-K80738081,resveratrol,brd-k80738081,resveratrol
L1000,L1000::PFI-1::HUVEC::::24H::10uM::LJP008::G01::BRD-K13094524,PFI-1,brd-k13094524,pfi-1
L1000,L1000::vorinostat::HUVEC::::24H::10uM::LJP008::A03::BRD-K81418486,vorinostat,brd-k81418486,vorinostat
L1000,L1000::MK-1775::HUVEC::::24H::10uM::LJP008::A19::BRD-K54256913,MK-1775,brd-k54256913,mk-1775
L1000,L1000::BIX-01294::HUVEC::::24H::10uM::LJP008::I13::BRD-K26818574,BIX-01294,brd-k26818574,bix-01294
L1000,L1000::dasatinib::HUVEC::::24H::0.37uM::LJP008::G16::BRD-K49328571,dasatinib,brd-k49328571,dasatinib
L1000,L1000::I-BET-151::HUVEC::::24H::10uM::LJP008::K01::BRD-K36363294,I-BET-151,brd-k36363294,i-bet-151
L1000,L1000::MK-1775::HUVEC::::24H::1.11uM::LJP008::A21::BRD-K54256913,MK-1775,brd-k54256913,mk-1775
L1000,L1000::ACY-1215::HUVEC::::24H::10uM::LJP008::F01::BRD-K82928847,ACY-1215,brd-k82928847,acy-1215
L1000,L1000::MK-1775::HUVEC::::24H::3.33uM::LJP008::A20::BRD-K54256913,MK-1775,brd-k54256913,mk-1775
L1000,L1000::I-BET-762::HUVEC::::24H::10uM::LJP008::I01::BRD-K08109215,I-BET-762,brd-k08109215,i-bet-762
L1000,L1000::mocetinostat::HUVEC::::24H::1.11uM::LJP008::I09::BRD-K16485616,mocetinostat,brd-k16485616,mocetinostat
L1000,L1000::dasatinib::HUVEC::::24H::10uM::LJP008::G13::BRD-K49328571,dasatinib,brd-k49328571,dasatinib
L1000,L1000::I-BET-151::HUVEC::::24H::3.33uM::LJP008::K02::BRD-K36363294,I-BET-151,brd-k36363294,i-bet-151
L1000,L1000::CGP-60474::HUVEC::::24H::3.33uM::LJP008::C20::BRD-K79090631,CGP-60474,brd-k79090631,cgp-60474
L1000,L1000::mocetinostat::HUVEC::::24H::3.33uM::LJP008::I08::BRD-K16485616,mocetinostat,brd-k16485616,mocetinostat
L1000,L1000::ABT-737::HUVEC::::24H::10uM::LJP008::E01::BRD-K56301217,ABT-737,brd-k56301217,abt-737
L1000,L1000::UNC-0638::HUVEC::::24H::10uM::LJP008::M07::BRD-K86856088,UNC-0638,brd-k86856088,unc-0638
L1000,L1000::vorinostat::HUVEC::::24H::10uM::LJP008::G07::BRD-K81418486,vorinostat,brd-k81418486,vorinostat
L1000,L1000::mocetinostat::HUVEC::::24H::10uM::LJP008::I07::BRD-K16485616,mocetinostat,brd-k16485616,mocetinostat
L1000,L1000::glycopyrrolate::PC3::::24H::10uM::REP.A022::N19::BRD-A81233518,glycopyrrolate,brd-a81233518,glycopyrrolate
L1000,L1000::BAY-87-2243::PC3::::24H::1.11uM::REP.A022::H03::BRD-K70463136,BAY-87-2243,brd-k70463136,bay-87-2243
L1000,L1000::erlotinib::PC3::::24H::10uM::REP.A022::G01::BRD-K70401845,erlotinib,brd-k70401845,erlotinib
L1000,L1000::phorbol-myristate-acetate::PC3::::24H::0.3uM::REP.A022::D16::BRD-K68552125,phorbol-myristate-acetate,brd-k68552125,phorbol-myristate-acetate
L1000,L1000::glycopyrrolate::PC3::::24H::0.125uM::REP.A022::N23::BRD-A81233518,glycopyrrolate,brd-a81233518,glycopyrrolate
L1000,L1000::masitinib::PC3::::24H::0.37uM::REP.A022::N10::BRD-K71035033,masitinib,brd-k71035033,masitinib
L1000,L1000::BAY-87-2243::PC3::::24H::0.04uM::REP.A022::H06::BRD-K70463136,BAY-87-2243,brd-k70463136,bay-87-2243
L1000,L1000::erlotinib::PC3::::24H::3.33uM::REP.A022::G02::BRD-K70401845,erlotinib,brd-k70401845,erlotinib
L1000,L1000::phorbol-myristate-acetate::PC3::::24H::8uM::REP.A022::D13::BRD-K68552125,phorbol-myristate-acetate,brd-k68552125,phorbol-myristate-acetate
L1000,L1000::zafirlukast::PC3::::24H::10uM::REP.A022::J01::BRD-K71289571,zafirlukast,brd-k71289571,zafirlukast
L1000,L1000::BAY-87-2243::PC3::::24H::0.125uM::REP.A022::H05::BRD-K70463136,BAY-87-2243,brd-k70463136,bay-87-2243
L1000,L1000::BAY-87-2243::PC3::::24H::10uM::REP.A022::H01::BRD-K70463136,BAY-87-2243,brd-k70463136,bay-87-2243
L1000,L1000::phorbol-myristate-acetate::PC3::::24H::0.74uM::REP.A022::D15::BRD-K68552125,phorbol-myristate-acetate,brd-k68552125,phorbol-myristate-acetate
L1000,L1000::masitinib::PC3::::24H::3.33uM::REP.A022::N08::BRD-K71035033,masitinib,brd-k71035033,masitinib
L1000,L1000::erlotinib::PC3::::24H::1.11uM::REP.A022::G03::BRD-K70401845,erlotinib,brd-k70401845,erlotinib
L1000,L1000::navitoclax::PC3::::24H::0.04uM::REP.A022::P24::BRD-K82746043,navitoclax,brd-k82746043,navitoclax
L1000,L1000::phorbol-myristate-acetate::PC3::::24H::0.12uM::REP.A022::D17::BRD-K68552125,phorbol-myristate-acetate,brd-k68552125,phorbol-myristate-acetate
L1000,L1000::zafirlukast::PC3::::24H::3.33uM::REP.A022::J02::BRD-K71289571,zafirlukast,brd-k71289571,zafirlukast
L1000,L1000::BAY-87-2243::PC3::::24H::3.33uM::REP.A022::H02::BRD-K70463136,BAY-87-2243,brd-k70463136,bay-87-2243
L1000,L1000::VX-809::PC3::::24H::3.33uM::REP.A022::F02::BRD-K69236721,VX-809,brd-k69236721,vx-809
L1000,L1000::masitinib::PC3::::24H::10uM::REP.A022::N07::BRD-K71035033,masitinib,brd-k71035033,masitinib
L1000,L1000::navitoclax::PC3::::24H::10uM::REP.A022::P19::BRD-K82746043,navitoclax,brd-k82746043,navitoclax
L1000,L1000::phorbol-myristate-acetate::PC3::::24H::0.03uM::REP.A022::D18::BRD-K68552125,phorbol-myristate-acetate,brd-k68552125,phorbol-myristate-acetate
L1000,L1000::phorbol-myristate-acetate::PC3::::24H::2.5uM::REP.A022::D14::BRD-K68552125,phorbol-myristate-acetate,brd-k68552125,phorbol-myristate-acetate
L1000,L1000::endo-IWR-1::MCF10A.EGFR.HL::::24H::3.33uM::ISO002::M14::BRD-K61314889,endo-IWR-1,brd-k61314889,endo-iwr-1
L1000,L1000::BRD-K38024286::MCF10A.EGFR.HL::::24H::0.125uM::ISO002::J05::BRD-K38024286,BRD-K38024286,brd-k38024286,brd-k38024286
L1000,L1000::BRD-K78306794::MCF10A.EGFR.HL::::24H::10uM::ISO002::L13::BRD-K78306794,BRD-K78306794,brd-k78306794,brd-k78306794
L1000,L1000::BRD-K47438704::MCF10A.EGFR.HL::::24H::10uM::ISO002::K13::BRD-K47438704,BRD-K47438704,brd-k47438704,brd-k47438704
L1000,L1000::TG-101348::MCF10A.EGFR.HL::::24H::3.33uM::ISO002::N14::BRD-K12502280,TG-101348,brd-k12502280,tg-101348
L1000,L1000::endo-IWR-1::MCF10A.EGFR.HL::::24H::10uM::ISO002::M13::BRD-K61314889,endo-IWR-1,brd-k61314889,endo-iwr-1
L1000,L1000::TG-101348::MCF10A.EGFR.HL::::24H::1.11uM::ISO002::N15::BRD-K12502280,TG-101348,brd-k12502280,tg-101348
L1000,L1000::BRD-K27859162::MCF10A.EGFR.HL::::24H::1.11uM::ISO002::B21::BRD-K27859162,BRD-K27859162,brd-k27859162,brd-k27859162
L1000,L1000::BRD-K27859162::MCF10A.EGFR.HL::::24H::3.33uM::ISO002::B20::BRD-K27859162,BRD-K27859162,brd-k27859162,brd-k27859162
L1000,L1000::TPCA-1::MCF10A.EGFR.HL::::24H::0.125uM::ISO002::E11::BRD-K51575138,TPCA-1,brd-k51575138,tpca-1
L1000,L1000::BRD-K47438704::MCF10A.EGFR.HL::::24H::3.33uM::ISO002::K14::BRD-K47438704,BRD-K47438704,brd-k47438704,brd-k47438704
L1000,L1000::BRD-K47438704::MCF10A.EGFR.HL::::24H::0.37uM::ISO002::K16::BRD-K47438704,BRD-K47438704,brd-k47438704,brd-k47438704
L1000,L1000::BRD-K27859162::MCF10A.EGFR.HL::::24H::10uM::ISO002::B19::BRD-K27859162,BRD-K27859162,brd-k27859162,brd-k27859162
L1000,L1000::TPCA-1::MCF10A.EGFR.HL::::24H::0.04uM::ISO002::E12::BRD-K51575138,TPCA-1,brd-k51575138,tpca-1
L1000,L1000::BRD-K47438704::MCF10A.EGFR.HL::::24H::0.125uM::ISO002::K17::BRD-K47438704,BRD-K47438704,brd-k47438704,brd-k47438704
L1000,L1000::BRD-K38024286::MCF10A.EGFR.HL::::24H::10uM::ISO002::J01::BRD-K38024286,BRD-K38024286,brd-k38024286,brd-k38024286
L1000,L1000::TG-101348::MCF10A.EGFR.HL::::24H::10uM::ISO002::N13::BRD-K12502280,TG-101348,brd-k12502280,tg-101348
L1000,L1000::TPCA-1::MCF10A.EGFR.HL::::24H::1.11uM::ISO002::E09::BRD-K51575138,TPCA-1,brd-k51575138,tpca-1
L1000,L1000::BRD-K38024286::MCF10A.EGFR.HL::::24H::3.33uM::ISO002::J02::BRD-K38024286,BRD-K38024286,brd-k38024286,brd-k38024286
L1000,L1000::LGX-818::MCF10A.EGFR.HL::::24H::0.04uM::ISO002::N12::BRD-A56085258,LGX-818,brd-a56085258,lgx-818
L1000,L1000::TPCA-1::MCF10A.EGFR.HL::::24H::10uM::ISO002::E07::BRD-K51575138,TPCA-1,brd-k51575138,tpca-1
L1000,L1000::BRD-K70739429::MCF10A.EGFR.HL::::24H::10uM::ISO002::I07::BRD-K70739429,BRD-K70739429,brd-k70739429,brd-k70739429
L1000,L1000::BRD-K47438704::MCF10A.EGFR.HL::::24H::1.11uM::ISO002::K15::BRD-K47438704,BRD-K47438704,brd-k47438704,brd-k47438704
L1000,L1000::BRD-K78306794::MCF10A.EGFR.HL::::24H::3.33uM::ISO002::L14::BRD-K78306794,BRD-K78306794,brd-k78306794,brd-k78306794
L1000,L1000::BRD-K38024286::MCF10A.EGFR.HL::::24H::1.11uM::ISO002::J03::BRD-K38024286,BRD-K38024286,brd-k38024286,brd-k38024286
L1000,L1000::TG-101348::MCF10A.EGFR.HL::::24H::0.37uM::ISO002::N16::BRD-K12502280,TG-101348,brd-k12502280,tg-101348
L1000,L1000::TPCA-1::MCF10A.EGFR.HL::::24H::3.33uM::ISO002::E08::BRD-K51575138,TPCA-1,brd-k51575138,tpca-1
L1000,L1000::BRD-K38024286::MCF10A.EGFR.HL::::24H::0.37uM::ISO002::J04::BRD-K38024286,BRD-K38024286,brd-k38024286,brd-k38024286
L1000,L1000::LGX-818::MCF10A.EGFR.HL::::24H::10uM::ISO002::N07::BRD-A56085258,LGX-818,brd-a56085258,lgx-818
L1000,L1000::LGX-818::MCF10A.EGFR.HL::::24H::3.33uM::ISO002::N08::BRD-A56085258,LGX-818,brd-a56085258,lgx-818
L1000,L1000::LGX-818::MCF10A.EGFR.HL::::24H::1.11uM::ISO002::N09::BRD-A56085258,LGX-818,brd-a56085258,lgx-818
L1000,L1000::LGX-818::MCF10A.EGFR.HL::::24H::0.125uM::ISO002::N11::BRD-A56085258,LGX-818,brd-a56085258,lgx-818
L1000,L1000::BRD-K47438704::MCF10A.EGFR.HL::::24H::0.04uM::ISO002::K18::BRD-K47438704,BRD-K47438704,brd-k47438704,brd-k47438704
L1000,L1000::LGX-818::MCF10A.EGFR.HL::::24H::0.37uM::ISO002::N10::BRD-A56085258,LGX-818,brd-a56085258,lgx-818
L1000,L1000::BRD-K50511260::HA1E::::24H::1.11uM::PCL001::C03::BRD-K50511260,BRD-K50511260,brd-k50511260,brd-k50511260
L1000,L1000::BRD-A59468452::HA1E::::24H::0.12uM::PCL001::D17::BRD-A59468452,BRD-A59468452,brd-a59468452,brd-a59468452
L1000,L1000::BRD-K45962729::HA1E::::24H::3.33uM::PCL001::B20::BRD-K45962729,BRD-K45962729,brd-k45962729,brd-k45962729
L1000,L1000::erismo-ester::HA1E::::24H::0.04uM::PCL001::L24::BRD-K62627073,erismo-ester,brd-k62627073,erismo-ester
L1000,L1000::BRD-K77620628::HA1E::::24H::10uM::PCL001::J19::BRD-K77620628,BRD-K77620628,brd-k77620628,brd-k77620628
L1000,L1000::BRD-A59468452::HA1E::::24H::10uM::PCL001::D13::BRD-A59468452,BRD-A59468452,brd-a59468452,brd-a59468452
L1000,L1000::BRD-A59468452::HA1E::::24H::0.37uM::PCL001::D16::BRD-A59468452,BRD-A59468452,brd-a59468452,brd-a59468452
L1000,L1000::BRD-K11413513::HA1E::::24H::3.33uM::PCL001::K02::BRD-K11413513,BRD-K11413513,brd-k11413513,brd-k11413513
L1000,L1000::BRD-A89859721::HA1E::::24H::1.11uM::PCL001::J09::BRD-A89859721,BRD-A89859721,brd-a89859721,brd-a89859721
L1000,L1000::TG-101209::HA1E::::24H::3.33uM::PCL001::A20::BRD-K39841531,TG-101209,brd-k39841531,tg-101209
L1000,L1000::BRD-K50511260::HA1E::::24H::0.04uM::PCL001::C06::BRD-K50511260,BRD-K50511260,brd-k50511260,brd-k50511260
L1000,L1000::BRD-K71855865::HA1E::::24H::10uM::PCL001::E13::BRD-K71855865,BRD-K71855865,brd-k71855865,brd-k71855865
L1000,L1000::I-BET-762::HA1E::::24H::10uM::PCL001::I07::BRD-K08109215,I-BET-762,brd-k08109215,i-bet-762
L1000,L1000::BRD-A59468452::HA1E::::24H::1.11uM::PCL001::D15::BRD-A59468452,BRD-A59468452,brd-a59468452,brd-a59468452
L1000,L1000::BRD-K50817946::HA1E::::24H::10uM::PCL001::G19::BRD-K50817946,BRD-K50817946,brd-k50817946,brd-k50817946
L1000,L1000::I-BET-151::HA1E::::24H::10uM::PCL001::H19::BRD-K36363294,I-BET-151,brd-k36363294,i-bet-151
L1000,L1000::BRD-A89859721::HA1E::::24H::0.37uM::PCL001::J10::BRD-A89859721,BRD-A89859721,brd-a89859721,brd-a89859721
L1000,L1000::BRD-K93425199::HA1E::::24H::10uM::PCL001::J01::BRD-K93425199,BRD-K93425199,brd-k93425199,brd-k93425199
L1000,L1000::BRD-A89859721::HA1E::::24H::0.12uM::PCL001::J11::BRD-A89859721,BRD-A89859721,brd-a89859721,brd-a89859721
L1000,L1000::TG-101209::HA1E::::24H::10uM::PCL001::A19::BRD-K39841531,TG-101209,brd-k39841531,tg-101209
L1000,L1000::BRD-K84633118::HA1E::::24H::10uM::PCL001::F01::BRD-K84633118,BRD-K84633118,brd-k84633118,brd-k84633118
L1000,L1000::BRD-K84633118::HA1E::::24H::1.11uM::PCL001::F03::BRD-K84633118,BRD-K84633118,brd-k84633118,brd-k84633118
L1000,L1000::BRD-K93425199::HA1E::::24H::3.33uM::PCL001::J02::BRD-K93425199,BRD-K93425199,brd-k93425199,brd-k93425199
L1000,L1000::BRD-A59468452::HA1E::::24H::3.33uM::PCL001::D14::BRD-A59468452,BRD-A59468452,brd-a59468452,brd-a59468452
L1000,L1000::TG-101209::HA1E::::24H::1.11uM::PCL001::A21::BRD-K39841531,TG-101209,brd-k39841531,tg-101209
L1000,L1000::BRD-K38292946::HA1E::::24H::3.33uM::PCL001::E20::BRD-K38292946,BRD-K38292946,brd-k38292946,brd-k38292946
L1000,L1000::vorinostat::HA1E::::24H::10uM::PCL001::A03::BRD-K81418486,vorinostat,brd-k81418486,vorinostat
L1000,L1000::SGC-CBP30::HA1E::::24H::10uM::PCL001::D01::BRD-K24821794,SGC-CBP30,brd-k24821794,sgc-cbp30
L1000,L1000::BRD-K38292946::HA1E::::24H::10uM::PCL001::E19::BRD-K38292946,BRD-K38292946,brd-k38292946,brd-k38292946
L1000,L1000::BRD-K30842649::HA1E::::24H::3.33uM::PCL001::E08::BRD-K30842649,BRD-K30842649,brd-k30842649,brd-k30842649
L1000,L1000::BRD-K59023263::HA1E::::24H::0.04uM::PCL001::I06::BRD-K59023263,BRD-K59023263,brd-k59023263,brd-k59023263
L1000,L1000::BRD-K91583156::HA1E::::24H::10uM::PCL001::E01::BRD-K91583156,BRD-K91583156,brd-k91583156,brd-k91583156
L1000,L1000::BRD-K30842649::HA1E::::24H::10uM::PCL001::E07::BRD-K30842649,BRD-K30842649,brd-k30842649,brd-k30842649
L1000,L1000::BRD-A89859721::HA1E::::24H::10uM::PCL001::J07::BRD-A89859721,BRD-A89859721,brd-a89859721,brd-a89859721
L1000,L1000::vismodegib::HA1E::::24H::0.04uM::PCL001::O24::BRD-K44827188,vismodegib,brd-k44827188,vismodegib
L1000,L1000::I-BET-762::HA1E::::24H::0.37uM::PCL001::I10::BRD-K08109215,I-BET-762,brd-k08109215,i-bet-762
L1000,L1000::UMB-32::HA1E::::24H::10uM::PCL001::L01::BRD-K21532219,UMB-32,brd-k21532219,umb-32
L1000,L1000::BRD-K61498099::HA1E::::24H::4uM::PCL001::L13::BRD-K61498099,BRD-K61498099,brd-k61498099,brd-k61498099
L1000,L1000::BRD-A89859721::HA1E::::24H::3.33uM::PCL001::J08::BRD-A89859721,BRD-A89859721,brd-a89859721,brd-a89859721
L1000,L1000::balicatib::HT29::::24H::10uM::REP.A004::P19::BRD-K27204852,balicatib,brd-k27204852,balicatib
L1000,L1000::fluorouracil::HT29::::24H::10uM::REP.A004::J19::BRD-K24844714,fluorouracil,brd-k24844714,fluorouracil
L1000,L1000::KPT-330::HT29::::24H::1.11uM::REP.A004::E15::BRD-K21361524,KPT-330,brd-k21361524,kpt-330
L1000,L1000::SB-683698::HT29::::24H::0.04uM::REP.A004::M18::BRD-K24968862,SB-683698,brd-k24968862,sb-683698
L1000,L1000::KPT-330::HT29::::24H::0.37uM::REP.A004::E16::BRD-K21361524,KPT-330,brd-k21361524,kpt-330
L1000,L1000::saracatinib::HT29::::24H::10uM::REP.A004::L07::BRD-K19540840,saracatinib,brd-k19540840,saracatinib
L1000,L1000::perhexiline::HT29::::24H::10uM::REP.A004::D13::BRD-A19633847,perhexiline,brd-a19633847,perhexiline
L1000,L1000::KPT-330::HT29::::24H::3.33uM::REP.A004::E14::BRD-K21361524,KPT-330,brd-k21361524,kpt-330
L1000,L1000::perhexiline::HT29::::24H::0.37uM::REP.A004::D16::BRD-A19633847,perhexiline,brd-a19633847,perhexiline
L1000,L1000::camicinal::HT29::::24H::10uM::REP.A004::M07::BRD-K23248433,camicinal,brd-k23248433,camicinal
L1000,L1000::KPT-330::HT29::::24H::10uM::REP.A004::E13::BRD-K21361524,KPT-330,brd-k21361524,kpt-330
L1000,L1000::alvocidib::MCF7::::24H::1.11uM::REP.A026::B21::BRD-K87909389,alvocidib,brd-k87909389,alvocidib
L1000,L1000::CYT-387::MCF7::::24H::10uM::REP.A026::B13::BRD-K87737963,CYT-387,brd-k87737963,cyt-387
L1000,L1000::alvocidib::MCF7::::24H::10uM::REP.A026::B19::BRD-K87909389,alvocidib,brd-k87909389,alvocidib
L1000,L1000::alvocidib::MCF7::::24H::0.37uM::REP.A026::B22::BRD-K87909389,alvocidib,brd-k87909389,alvocidib
L1000,L1000::alvocidib::MCF7::::24H::0.125uM::REP.A026::B23::BRD-K87909389,alvocidib,brd-k87909389,alvocidib
L1000,L1000::CX-4945::HT29::::24H::10uM::PBIOA017::A19::BRD-K81458380,CX-4945,brd-k81458380,cx-4945
L1000,L1000::vorinostat::HT29::::24H::10uM::PBIOA017::O01::BRD-K81418486,vorinostat,brd-k81418486,vorinostat
L1000,L1000::PLX-4720::HT29::::24H::3.33uM::PBIOA017::N02::BRD-K16478699,PLX-4720,brd-k16478699,plx-4720
L1000,L1000::BRD-K44506257::HT29::::24H::10uM::PBIOA017::A07::BRD-K44506257,BRD-K44506257,brd-k44506257,brd-k44506257
L1000,L1000::MK-2206::HT29::::24H::3.33uM::PBIOA017::N14::BRD-K68065987,MK-2206,brd-k68065987,mk-2206
L1000,L1000::BRD-K65694520::HT29::::24H::0.125uM::PBIOA017::P11::BRD-K65694520,BRD-K65694520,brd-k65694520,brd-k65694520
L1000,L1000::PLX-4720::HT29::::24H::1.11uM::PBIOA017::N03::BRD-K16478699,PLX-4720,brd-k16478699,plx-4720
L1000,L1000::BRD-K19826688::HT29::::24H::10uM::PBIOA017::B13::BRD-K19826688,BRD-K19826688,brd-k19826688,brd-k19826688
L1000,L1000::MK-2206::HT29::::24H::10uM::PBIOA017::N13::BRD-K68065987,MK-2206,brd-k68065987,mk-2206
L1000,L1000::PLX-4720::HT29::::24H::10uM::PBIOA017::N01::BRD-K16478699,PLX-4720,brd-k16478699,plx-4720
L1000,L1000::vorinostat::OCILY3::::4H::2.5uM::AICHI001::G14::BRD-K81418486,vorinostat,brd-k81418486,vorinostat
L1000,L1000::GDC-0941::OCILY3::::4H::10uM::AICHI001::A07::BRD-K52911425,GDC-0941,brd-k52911425,gdc-0941
L1000,L1000::BRD-K16277767::OCILY3::::4H::10uM::AICHI001::L07::BRD-K16277767,BRD-K16277767,brd-k16277767,brd-k16277767
L1000,L1000::vorinostat::OCILY3::::4H::0.66uM::AICHI001::G15::BRD-K81418486,vorinostat,brd-k81418486,vorinostat
L1000,L1000::BRD-A75976779::OCILY3::::4H::0.01uM::AICHI001::I12::BRD-A75976779,BRD-A75976779,brd-a75976779,brd-a75976779
L1000,L1000::AZ-628::OCILY3::::4H::10uM::AICHI001::M13::BRD-K05804044,AZ-628,brd-k05804044,az-628
L1000,L1000::GDC-834::OCILY3::::4H::2.5uM::AICHI001::P08::BRD-K32428408,GDC-834,brd-k32428408,gdc-834
L1000,L1000::vorinostat::OCILY3::::4H::10uM::AICHI001::G13::BRD-K81418486,vorinostat,brd-k81418486,vorinostat
L1000,L1000::CX-4945::OCILY3::::4H::10uM::AICHI001::M01::BRD-K81458380,CX-4945,brd-k81458380,cx-4945
L1000,L1000::foretinib::A375::::24H::10uM::REP.A012::P19::BRD-K03449891,foretinib,brd-k03449891,foretinib
L1000,L1000::foretinib::A375::::24H::1.11uM::REP.A012::P21::BRD-K03449891,foretinib,brd-k03449891,foretinib
L1000,L1000::BMS-299897::A375::::24H::3.33uM::REP.A012::N02::BRD-K02950022,BMS-299897,brd-k02950022,bms-299897
L1000,L1000::roflumilast::A375::::24H::10uM::REP.A012::M19::BRD-K03194791,roflumilast,brd-k03194791,roflumilast
L1000,L1000::colchicine::A375::::24H::1.11uM::REP.A012::A21::BRD-K00259736,colchicine,brd-k00259736,colchicine
L1000,L1000::foretinib::A375::::24H::3.33uM::REP.A012::P20::BRD-K03449891,foretinib,brd-k03449891,foretinib
L1000,L1000::colchicine::A375::::24H::10uM::REP.A012::A19::BRD-K00259736,colchicine,brd-k00259736,colchicine
L1000,L1000::amoxapine::A375::::24H::0.04uM::REP.A012::I18::BRD-K02265150,amoxapine,brd-k02265150,amoxapine
L1000,L1000::colchicine::A375::::24H::0.04uM::REP.A012::A24::BRD-K00259736,colchicine,brd-k00259736,colchicine
L1000,L1000::olaparib::A375::::24H::10uM::REP.A012::I07::BRD-K02113016,olaparib,brd-k02113016,olaparib
L1000,L1000::colchicine::A375::::24H::0.37uM::REP.A012::A22::BRD-K00259736,colchicine,brd-k00259736,colchicine
L1000,L1000::colchicine::A375::::24H::3.33uM::REP.A012::A20::BRD-K00259736,colchicine,brd-k00259736,colchicine
L1000,L1000::colchicine::A375::::24H::0.125uM::REP.A012::A23::BRD-K00259736,colchicine,brd-k00259736,colchicine
L1000,L1000::vorinostat::MINO::::6H::2.5uM::EMU001::O02::BRD-K81418486,vorinostat,brd-k81418486,vorinostat
L1000,L1000::lapatinib::MINO::::6H::10uM::EMU001::L13::BRD-K19687926,lapatinib,brd-k19687926,lapatinib
L1000,L1000::BRD-K94199083::MINO::::6H::10uM::EMU001::H13::BRD-K94199083,BRD-K94199083,brd-k94199083,brd-k94199083
L1000,L1000::PF-06465469::MINO::::6H::10uM::EMU001::N07::BRD-K77503770,PF-06465469,brd-k77503770,pf-06465469
L1000,L1000::GDC-0199::MINO::::6H::10uM::EMU001::N19::BRD-K62391742,GDC-0199,brd-k62391742,gdc-0199
L1000,L1000::dasatinib::MINO::::6H::10uM::EMU001::I19::BRD-K49328571,dasatinib,brd-k49328571,dasatinib
L1000,L1000::erlotinib::MINO::::6H::10uM::EMU001::C13::BRD-K70401845,erlotinib,brd-k70401845,erlotinib
L1000,L1000::saracatinib::MINO::::6H::10uM::EMU001::M19::BRD-K19540840,saracatinib,brd-k19540840,saracatinib
L1000,L1000::vorinostat::MINO::::6H::0.66uM::EMU001::O03::BRD-K81418486,vorinostat,brd-k81418486,vorinostat
L1000,L1000::gefitinib::MINO::::6H::10uM::EMU001::J13::BRD-K64052750,gefitinib,brd-k64052750,gefitinib
L1000,L1000::vorinostat::MINO::::6H::0.125uM::EMU001::O04::BRD-K81418486,vorinostat,brd-k81418486,vorinostat
L1000,L1000::I-BET-762::MINO::::6H::0.66uM::EMU001::K21::BRD-K08109215,I-BET-762,brd-k08109215,i-bet-762
L1000,L1000::I-BET-762::MINO::::6H::2.5uM::EMU001::K20::BRD-K08109215,I-BET-762,brd-k08109215,i-bet-762
L1000,L1000::BRD-K98039984::MINO::::6H::2.5uM::EMU001::K02::BRD-K98039984,BRD-K98039984,brd-k98039984,brd-k98039984
L1000,L1000::vorinostat::MINO::::6H::10uM::EMU001::O01::BRD-K81418486,vorinostat,brd-k81418486,vorinostat
L1000,L1000::BRD-K98039984::MINO::::6H::10uM::EMU001::K01::BRD-K98039984,BRD-K98039984,brd-k98039984,brd-k98039984
L1000,L1000::LCB-03-0110::MINO::::6H::10uM::EMU001::O13::BRD-K11357827,LCB-03-0110,brd-k11357827,lcb-03-0110
L1000,L1000::dasatinib::MINO::::6H::0.66uM::EMU001::I21::BRD-K49328571,dasatinib,brd-k49328571,dasatinib
L1000,L1000::BRD-K98039984::MINO::::6H::0.66uM::EMU001::K03::BRD-K98039984,BRD-K98039984,brd-k98039984,brd-k98039984
L1000,L1000::bosutinib::MINO::::6H::10uM::EMU001::J19::BRD-K99964838,bosutinib,brd-k99964838,bosutinib
L1000,L1000::I-BET-762::MINO::::6H::10uM::EMU001::K19::BRD-K08109215,I-BET-762,brd-k08109215,i-bet-762
L1000,L1000::masitinib::MINO::::6H::10uM::EMU001::I13::BRD-K71035033,masitinib,brd-k71035033,masitinib
L1000,L1000::actinomycin-d::PC3::::24H::10uM::CRCGN004::H14::BRD-A42383464,actinomycin-d,brd-a42383464,actinomycin-d
L1000,L1000::vorinostat::PC3::::24H::10uM::CRCGN004::B04::BRD-K81418486,vorinostat,brd-k81418486,vorinostat
L1000,L1000::tranilast::PC3::::24H::10uM::CRCGN004::H10::BRD-K17849083,tranilast,brd-k17849083,tranilast
L1000,L1000::fluorouracil::PC3::::24H::20uM::CRCGN004::B15::BRD-K24844714,fluorouracil,brd-k24844714,fluorouracil
L1000,L1000::ACY-1215::A549::::24H::0.04uM::REP.A020::H24::BRD-K82928847,ACY-1215,brd-k82928847,acy-1215
